번호,상호,영업표지,대표자,등록번호,업종
32,넥스터(주)(NEXTERCORP),미트락,오창욱,20181208,서양식
33,(주)우주소년,파스토보이(pastoboy),김재원,20160807,서양식
34,(주)농협목우촌,헌터스문,곽민섭,20150470,서양식
35,(주)태그린,샤이바나,송제혁,20160414,서양식
36,(주)삼덕로드,정든밤,"윤철진, 하창석",20190158,서양식
37,돈카츠마켙,돈카츠마켙,윤세훈,20200012,서양식
38,㈜메이크어베러(Makeabetter),루스트플레이스,부성훈,20161044,서양식
39,굿라이스(GoodRice),아키바돈카츠With카레,배상희,20190772,서양식
40,(주)놀부,돈까스본능,안세진,20200589,서양식
41,(주)수페컴퍼니,수페부엌,한선재,20191041,서양식
