번호,상호,영업표지,대표자,등록번호,업종
262,(주)더본코리아,빽다방,백종원,20090100502,커피
263,(주)제이엠커피컴퍼니,컴포즈커피(COMPOSE COFFEE),양재석,20141250,커피
264,티에고(주),커피마마,박태고,20100100532,커피
265,(주)만랩,만랩커피,조대훈,20160116,커피
266,"카페안시,스튜디오안시","카페안시,스튜디오안시",김현정,20190983,커피
267,(주)제이엠케이,비엔나커피하우스,황보천,20170765,커피
268,대현패밀리(주),퀸즈브라운,신대원,20160024,커피
269,(주)커피에반하다,커피에반하다,임은성,20150505,커피
270,㈜하나패밀리,주니아,박상배,20190977,커피
271,인버스에프앤비(주),카페인버스,이수원,20141238,커피
272,(주)올리버브라운코리아,올리버브라운카페,박주한,20150145,커피
273,(주)다빈치,다빈치커피,정상형,20080100315,커피
274,(주)다빈치,카페다빈치,정상형,20080100314,커피
275,(주)에스에이치네트웍스,베스트빈,권민철,20080100313,커피
276,(주)에슬로우,에슬로우커피(ESLOW COFFEE),조재근,20150404,커피
277,고품격커피공장,고품격 커피공장,송영근,20190945,커피
278,(주)위드텀브,텀브커피,유세연,20161062,커피
279,(주)바바코리아,카페디아떼(Caffe D'ate),김홍태,20171400,커피
280,(주)더드림홀딩스,카페드림,박영조,20120100414,커피
281,비에이블코리아(주),비에이블스터디카페,전보익,20171120,커피
282,(주)홍두당,cafe근대골목도나스,정성휘,20180494,커피
283,(주)커피코트,커피코트,신현우,20160577,커피
284,(주)강남사람들,티블랙(TEA BLACK),조광섭,20160622,커피
285,프런치코리아,카페프런치,이성종,20130100378,커피
286,(주)데일리비어,생활커피,임상진,20190029,커피
287,마린커피로스터스,마린커피,박철민,20190264,커피
288,(주)빅트리컴퍼니,COFFEE COOK (커피쿡),배소정,20190884,커피
289,쪼오꼬,쪼오꼬,김영민,20150977,커피
290,(주)해피랜드에프엔비,탭플레이(TAPLAY),임남희,20160102,커피
291,유티비커피(주),커피웨이브(COFFEE WAVE),"강병구,김보일",20181176,커피
292,보노파슨스,카페보노,범은아,20130111,커피
293,(주)이디야,이디야커피,문창기,20080100014,커피
294,(주)마르튀스컴퍼니,라헬의부엌,최현민,20190801,커피
295,리엔호이스,티톡(teatalk),"김남주, 김영민, 정연준",20140238,커피
296,아로이,아로이커피(Aroicoffee),김석채,20140640,커피
297,(주)펀키즈코리아,차일드큐브,황정준,20080100564,커피
298,킹스빈코리아,킹스빈,문미현,20180295,커피
299,정명F/B,라크리마커피,오동호,20181271,커피
300,카페일리터,일리터 카페앤바,한초롱,20171445,커피
301,(주)세컨드찬스,엑소엑소핫도그앤커피,"서희원,이정훈",20160303,커피
302,밀리언커피,밀리언커피,임수환,20190299,커피
303,씨엔지글로벌(주),허니빈스(HoneyBean's),오진호,20130193,커피
304,어썸코리아,해브에스프레소,연정흠,20190726,커피
305,(주)라이온에프지,까사밍고,박대순,20130280,커피
306,(주)감성인터내셔널,코페아커피(COFFEA COFFEE),최지욱,20090100377,커피
307,데니스,데니스,이충열,20130100278,커피
308,(주)벌크커피,벌크커피(BULK COFFEE),서규일,20180479,커피
309,(주)엠피그룹,마노핀,김흥연,20120100153,커피
310,(주)커피명가,커피명가,안명규,20090600019,커피
311,(주)비브라더스,감성커피,이재영,20180070,커피
312,(주)버블엔젤,버블엔젤(Bubble Angel),조지현,20171266,커피
313,(주)카페에이전시,앤디스커피(ANDYS COFFEE),권오혁,20181073,커피
314,(주)글로리아진스커피코리아,글로리아진스커피,김재출,20080100489,커피
315,(주)고바슨,고바슨,이준모,20180537,커피
316,월드린,화이트오울,권미화,20190105,커피
